loan_id,borrower_id,borrower_name,original_principal,current_balance,interest_rate,origination_date,maturity_date,loan_term_months,payment_status,days_past_due,property_state,loan_purpose,property_type,credit_score,ltv_ratio,dti_ratio,document_status,last_updated_at,source_system,servicer_name
LN-000118,BR-001539,Meera Kulkarni,893928.11,833706.79,4.529,2022-03-17,2047-03-18,300,Current,0,DE,Refinance,Townhouse,715,0.47,0.4926,Pending,2026-08-02T09:00:00Z,OriginationCore,ServicerX
LN-000119,BR-000941,Karan Gupta,622474.88,488051.92,6.981,2021-03-19,2041-03-19,240,Current,0,IL,Purchase,SingleFamily,787,0.7631,0.3652,Pending,2026-07-05T09:00:00Z,OriginationCore,ServicerX
LN-000120,BR-000200,Karan Iyer,107197.27,80015.69,7.626,2024-02-04,2039-02-04,180,Current,0,OH,Refinance,SingleFamily,615,0.6771,0.2512,Pending,2026-07-14T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000121,BR-001237,Ananya Desai,540853.59,492224.52,5.542,2022-10-30,2052-10-30,360,30-59 Days,39,LA,Purchase,Condo,740,0.7733,0.3445,Complete,2026-08-11T09:00:00Z,OriginationCore,MeridianServicing
LN-000122,BR-002204,Dev Chauhan,641862.15,437718.49,12.767,2022-10-31,2047-11-01,300,Current,0,VA,Refinance,Townhouse,814,0.4317,0.2944,Complete,2026-08-15T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000123,BR-001520,Meera Kulkarni,256429.74,214003.59,11.333,2022-01-19,2037-01-19,180,Current,0,AR,CashOutRefi,Townhouse,752,0.7327,0.1638,Complete,2026-07-29T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000124,BR-000868,Sneha Reddy,457485.08,318640.32,11.589,2023-12-22,2053-12-22,360,90+ Days,151,KS,Refinance,Townhouse,814,0.5316,0.2626,Complete,2026-08-26T09:00:00Z,OriginationCore,MeridianServicing
LN-000125,BR-000404,Dev Verma,312158.94,292941.58,13.515,2022-05-18,2052-05-18,360,Current,0,MA,Construction,SingleFamily,724,0.8752,0.4094,Complete,2026-07-28T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000126,BR-001007,Dev Kulkarni,300913.44,195957.3,10.528,2021-09-21,2051-09-22,360,Current,0,KY,Construction,Townhouse,697,0.4925,0.4282,Complete,2026-07-21T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000127,BR-002147,Arjun Nair,206440.61,203497.25,13.87,2020-12-05,2050-12-06,360,Default,352,AR,Purchase,Townhouse,615,0.8634,0.231,Complete,2026-08-23T09:00:00Z,OriginationCore,ServicerX
LN-000128,BR-001980,Dev Sharma,437608.21,363477.63,3.076,2020-09-25,2035-09-26,180,Current,0,AL,Purchase,MultiFamily,717,0.9376,0.156,Pending,2026-07-18T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000129,BR-002157,Divya Rao,140963.96,86765.42,6.074,2024-05-24,2049-05-25,300,Current,0,CO,CashOutRefi,Townhouse,697,0.7108,0.4966,Complete,2026-08-14T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000130,BR-000039,Vikram Nair,129475.43,102698.44,8.748,2026-01-19,2036-01-19,120,Current,0,TN,CashOutRefi,SingleFamily,809,0.6905,0.1649,Complete,2026-08-23T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000131,BR-001149,Siddharth Menon,280430.79,0.0,10.568,2021-01-27,2051-01-28,360,Paid Off,0,MA,Purchase,Condo,730,0.4793,0.4372,Pending,2026-07-14T09:00:00Z,OriginationCore,ServicerX
LN-000132,BR-002215,Ishita Malhotra,529364.47,489002.9,11.69,2024-08-01,2044-08-01,240,Current,0,VT,Purchase,MultiFamily,593,0.4537,0.2313,Complete,2026-07-14T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000133,BR-001846,Dev Chauhan,873582.45,724212.17,7.092,2021-12-16,2051-12-17,360,Current,0,NV,Refinance,Townhouse,601,0.8247,0.2534,Complete,2026-07-07T09:00:00Z,OriginationCore,ServicerX
LN-000134,BR-001596,Ishita Rao,181087.82,150106.66,4.225,2023-05-27,2033-05-26,120,30-59 Days,30,MD,Construction,MultiFamily,774,0.5484,0.1964,Complete,2026-07-10T09:00:00Z,OriginationCore,MeridianServicing
LN-000135,BR-001329,Nisha Sharma,396837.55,280057.1,6.356,2020-08-29,2050-08-30,360,Current,0,WY,Purchase,Condo,726,0.6866,0.3899,Complete,2026-08-21T09:00:00Z,OriginationCore,MeridianServicing
LN-000136,BR-001228,Dev Nair,469155.35,347764.95,-1.669,2023-05-25,2043-05-25,240,Current,0,WA,Construction,Condo,697,0.4588,0.2566,Pending,2026-07-31T09:00:00Z,OriginationCore,MeridianServicing
LN-000137,BR-000558,Rohan Verma,733464.99,511433.36,9.937,2022-02-22,2052-02-23,360,Current,0,NM,CashOutRefi,Condo,681,0.9328,0.252,Complete,2026-07-05T09:00:00Z,OriginationCore,MeridianServicing
LN-000138,BR-000467,Riya Bose,327003.3,292923.43,9.811,2023-09-09,2053-09-09,360,Current,0,UT,Purchase,Townhouse,761,0.5153,0.4292,Pending,2026-08-03T09:00:00Z,OriginationCore,ServicerX
LN-000139,BR-001734,Nisha Nair,168302.25,111278.07,8.164,2020-10-21,2045-10-22,300,Current,0,PA,Construction,Townhouse,719,0.4202,0.4889,Complete,2026-08-17T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000140,BR-000182,Riya Malhotra,142964.01,120442.22,14.118,2025-06-14,2055-06-15,360,Current,0,NV,Purchase,SingleFamily,605,0.5423,0.3287,Complete,2026-08-16T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000141,BR-002050,Ananya Rao,428911.77,381658.81,14.474,2023-12-05,2053-12-05,360,Current,0,CT,CashOutRefi,Townhouse,815,0.929,0.1906,Pending,2026-07-20T09:00:00Z,OriginationCore,ServicerX
LN-000142,BR-001951,Rahul Gupta,341606.68,266210.85,11.303,2022-11-28,2042-11-28,240,60-89 Days,74,MA,Purchase,MultiFamily,591,0.8456,0.1903,Pending,2026-08-04T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000143,BR-000656,Ishita Kulkarni,840434.08,653048.64,7.903,2024-07-24,2034-07-24,120,30-59 Days,44,IA,Construction,Condo,627,0.7523,0.3012,Complete,2026-07-22T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000144,BR-001141,Meera Menon,553372.68,475946.81,4.17,2021-05-13,2036-05-13,180,Current,0,MS,CashOutRefi,Condo,697,0.4627,0.3847,Complete,2026-08-13T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000145,BR-001876,Aman Mehta,569612.16,400486.81,12.358,2022-01-18,2042-01-18,240,Current,0,SC,Purchase,Condo,660,0.4648,0.2569,Complete,2026-07-03T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000146,BR-000761,Dev Kulkarni,380193.78,305263.16,10.974,2020-09-04,2035-09-05,180,Current,0,OK,Refinance,Townhouse,653,0.4772,0.2601,Complete,2026-07-30T09:00:00Z,OriginationCore,ServicerX
LN-000147,BR-002071,Dev Sethi,461917.58,332088.92,10.874,2026-04-19,2046-04-19,240,Current,0,VA,Construction,Townhouse,622,0.4455,0.1608,Complete,2026-07-22T09:00:00Z,OriginationCore,MeridianServicing
LN-000148,BR-002029,Siddharth Desai,241116.9,215444.14,4.302,2023-04-29,2033-04-28,120,Current,0,LA,CashOutRefi,SingleFamily,774,0.7954,0.3412,Missing,2026-07-21T09:00:00Z,OriginationCore,ServicerX
LN-000149,BR-000357,Tara Reddy,793588.37,528243.13,11.92,2023-01-25,2038-01-25,180,90+ Days,0,IN,CashOutRefi,Townhouse,622,0.7389,0.4247,Pending,2026-07-02T09:00:00Z,OriginationCore,ServicerX
LN-000150,BR-001199,Rohan Menon,502438.68,313564.97,6.074,2022-06-22,2052-06-22,360,Current,0,FL,Construction,SingleFamily,650,0.8769,0.1944,Pending,2026-07-12T09:00:00Z,OriginationCore,ServicerX
LN-000151,BR-000583,Riya Pillai,754209.53,639225.16,10.22,2022-10-17,2037-10-17,180,30-59 Days,42,NH,Purchase,SingleFamily,683,0.6836,0.2474,Pending,2026-07-26T09:00:00Z,OriginationCore,MeridianServicing
LN-000152,BR-000382,Tara Rao,328195.89,292297.67,12.776,2020-12-06,2045-12-07,300,Current,0,IN,Construction,Condo,706,0.5477,0.4399,Complete,2026-07-11T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000153,BR-000408,Tara Sharma,720058.11,637533.52,4.429,2020-12-18,2035-12-19,180,PastDue,400,HI,Construction,Townhouse,580,0.9455,0.2997,Missing,2026-08-24T09:00:00Z,OriginationCore,ServicerX
LN-000154,BR-001026,Meera Rao,793259.86,468871.78,10.642,2024-08-15,2044-08-15,240,Default,347,HI,Purchase,Townhouse,740,0.568,0.3948,Complete,2026-08-03T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000155,BR-002128,Tara Sharma,50923.36,30981.16,3.093,2025-05-04,2035-05-04,120,Current,0,DE,Construction,Condo,702,0.439,0.2841,Complete,2026-08-12T09:00:00Z,OriginationCore,ServicerX
LN-000156,BR-000546,Ananya Nair,362427.44,260366.88,9.101,2022-11-22,2032-11-21,120,Current,0,SC,Refinance,Townhouse,669,0.7973,0.3698,Complete,2026-07-05T09:00:00Z,OriginationCore,MeridianServicing
LN-000157,BR-000505,Riya Malhotra,780968.15,464054.91,7.043,2021-06-11,2051-06-12,360,Current,0,MA,Refinance,Condo,650,0.7545,0.2369,Complete,2026-07-09T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000158,BR-001236,Sneha Desai,712124.2,657342.28,9.98,2023-03-18,2053-03-18,360,Current,0,WV,Construction,MultiFamily,745,0.43,0.4643,Missing,2026-07-15T09:00:00Z,OriginationCore,MeridianServicing
LN-000159,BR-001480,Ishita Kapoor,254919.49,148170.75,7.449,2025-02-21,2050-02-22,300,Current,0,MS,Refinance,Townhouse,777,0.4401,0.3556,Complete,2026-08-26T09:00:00Z,OriginationCore,ServicerX
LN-000160,BR-002053,Manav Sethi,856378.0,578958.31,11.071,2025-09-23,2035-09-23,120,Current,0,SD,Refinance,MultiFamily,601,0.5704,0.329,Complete,2026-07-12T09:00:00Z,OriginationCore,ServicerX
LN-000161,BR-000271,Rohan Sethi,382121.78,350478.9,11.395,2022-09-28,2052-09-28,360,Current,0,AR,Refinance,SingleFamily,816,0.639,0.3087,Complete,2026-07-14T09:00:00Z,OriginationCore,MeridianServicing
LN-000162,BR-001421,Kavya Desai,60765.23,33724.35,12.004,2025-01-24,2040-01-25,180,Current,0,HI,CashOutRefi,Condo,771,0.8296,0.2441,Pending,2026-07-26T09:00:00Z,OriginationCore,ServicerX
LN-000163,BR-000316,Dev Gupta,281183.51,242780.09,8.874,2021-08-04,2041-08-04,240,Current,0,NY,Refinance,MultiFamily,620,0.5403,0.186,Complete,2026-07-21T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000164,BR-001002,Arjun Banerjee,679662.97,630607.05,7.186,2023-11-05,2033-11-04,120,Current,0,ID,Purchase,Townhouse,637,0.577,0.2957,Complete,2026-08-26T09:00:00Z,OriginationCore,MeridianServicing
LN-000165,BR-002113,Arjun Malhotra,151490.79,86830.85,3.793,2022-03-23,2032-03-22,120,Current,0,ME,CashOutRefi,MultiFamily,602,0.7042,0.1528,Complete,2026-08-12T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000166,BR-000801,Siddharth Chauhan,444337.69,340841.98,4.732,2023-09-08,2043-09-08,240,Current,0,AK,Refinance,MultiFamily,742,0.8618,0.457,Missing,2026-07-08T09:00:00Z,OriginationCore,ServicerX
LN-000167,BR-000246,Ananya Pillai,138356.67,90595.08,4.07,2022-12-16,2047-12-17,300,Current,0,ND,Construction,MultiFamily,697,0.936,0.1797,Complete,2026-07-26T09:00:00Z,OriginationCore,ServicerX
LN-000168,BR-000970,Rohan Pillai,553111.4,465429.6,12.786,2025-07-26,2050-07-27,300,Current,0,VT,CashOutRefi,MultiFamily,695,0.5496,0.1761,Complete,2026-08-18T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000169,BR-002196,Aditya Bose,139809.09,96213.07,8.197,2024-08-30,2034-08-30,120,Current,0,KY,Purchase,SingleFamily,620,0.8442,0.2565,Complete,2026-08-19T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000170,BR-001458,Nisha Desai,760536.04,448817.93,3.563,2023-12-30,2033-12-29,120,Current,0,KY,Refinance,SingleFamily,683,0.87,0.3446,Complete,2026-08-11T09:00:00Z,OriginationCore,ServicerX
LN-000171,BR-000911,Ananya Bose,733312.24,407179.72,12.472,2025-04-06,2050-04-07,300,Current,0,UT,Purchase,MultiFamily,814,0.847,0.1576,Complete,2026-07-04T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000172,BR-000175,Tara Iyer,128181.84,116121.26,4.932,2024-12-17,2049-12-18,300,90+ Days,163,NV,Construction,Townhouse,587,0.6105,0.2993,Complete,2026-08-19T09:00:00Z,OriginationCore,ServicerX
LN-000173,BR-001007,Rohan Banerjee,429109.72,351958.75,7.738,2023-04-08,2043-04-08,240,Current,0,AR,Purchase,MultiFamily,678,0.4755,0.2198,Pending,2026-07-18T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000174,BR-001986,Aditya Menon,890993.07,630831.41,8.778,2026-03-10,2041-03-10,180,60-89 Days,72,LA,Refinance,SingleFamily,661,0.7284,0.1603,Pending,2026-07-23T09:00:00Z,OriginationCore,MeridianServicing
LN-000175,BR-000411,Karan Chauhan,500017.45,494930.54,6.065,2021-02-11,2031-02-11,120,30-59 Days,56,WV,Purchase,Condo,727,0.8656,0.4291,Complete,2026-08-16T09:00:00Z,OriginationCore,ServicerX
LN-000176,BR-000116,Aditya Menon,553641.58,474446.3,9.481,2023-10-03,2038-10-03,180,60-89 Days,78,IL,Construction,MultiFamily,624,0.6697,0.1816,Complete,2026-07-20T09:00:00Z,OriginationCore,ServicerX
LN-000177,BR-000535,Ishita Mehta,50580.97,0.0,13.566,2021-01-17,2031-01-17,120,Paid Off,0,AR,Purchase,Condo,730,0.7876,0.1996,Complete,2026-08-14T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000178,BR-000414,Ishita Joshi,367552.16,0.0,6.71,2025-08-04,2045-08-04,240,Paid Off,0,WA,Construction,Townhouse,746,0.5745,0.3975,Complete,2026-08-01T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000179,BR-001207,Ananya Mehta,615701.92,441143.66,11.382,2023-11-26,2043-11-26,240,60-89 Days,82,OR,Construction,SingleFamily,626,0.7313,0.4724,Missing,2026-07-11T09:00:00Z,OriginationCore,ServicerX
LN-000180,BR-001421,Ishita Mehta,846184.62,742908.69,10.316,2025-03-28,2055-03-29,360,Current,0,VA,CashOutRefi,Townhouse,582,0.5459,0.2373,Complete,2026-08-11T09:00:00Z,OriginationCore,MeridianServicing
LN-000181,BR-001696,Dev Malhotra,90925.34,66798.07,7.039,2026-05-23,2036-05-22,120,Current,0,CT,Construction,Condo,621,0.6482,0.4297,Complete,2026-08-16T09:00:00Z,OriginationCore,ServicerX
LN-000182,BR-000660,Meera Kulkarni,858912.81,536688.48,13.831,2023-06-24,2043-06-24,240,Current,0,MI,Construction,SingleFamily,690,0.9183,0.2077,Pending,2026-08-02T09:00:00Z,OriginationCore,ServicerX
LN-000183,BR-002270,Siddharth Pillai,331430.39,0.0,10.597,2025-04-09,2035-04-09,120,Closed,0,KS,Purchase,SingleFamily,680,0.7145,0.4439,Complete,2026-07-31T09:00:00Z,OriginationCore,MeridianServicing
LN-000184,BR-000818,Rahul Sharma,124484.11,102704.37,5.38,2021-08-11,2031-08-11,120,Current,97,ME,Purchase,Townhouse,796,0.4635,0.4247,Complete,2026-07-27T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000185,BR-001514,Vikram Gupta,595586.43,424801.44,3.513,2025-05-20,2045-05-20,240,Current,0,NJ,CashOutRefi,Condo,794,0.5477,0.1716,Complete,2026-08-02T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000186,BR-000932,Siddharth Iyer,617920.0,452412.68,12.669,2025-06-11,2035-06-11,120,60-89 Days,86,ND,Construction,Townhouse,726,0.8849,0.3167,Complete,2026-07-09T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000187,BR-000604,Rahul Gupta,535536.94,429208.0,4.988,2020-10-10,2030-10-10,120,Current,0,IN,Refinance,Condo,590,0.6329,0.4959,Complete,2026-07-18T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000188,BR-001590,Siddharth Malhotra,321787.07,291291.7,9.349,2023-07-07,2038-07-07,180,30-59 Days,57,LA,Construction,SingleFamily,781,0.7852,0.3557,Complete,2026-08-21T09:00:00Z,OriginationCore,ServicerX
LN-000189,BR-000433,Riya Reddy,175969.78,155502.04,12.036,2024-09-23,2049-09-24,300,Current,0,NE,CashOutRefi,Townhouse,747,0.6671,0.3631,Complete,2026-08-20T09:00:00Z,OriginationCore,MeridianServicing
LN-000190,BR-001358,Karan Iyer,575507.82,418254.2,11.576,2024-10-16,2049-10-17,300,Current,0,MS,Purchase,MultiFamily,789,0.8365,0.2588,Pending,2026-08-01T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000191,BR-001315,Divya Sethi,164227.69,0.0,9.957,2023-11-07,2033-11-06,120,Closed,0,IL,Construction,Condo,813,0.8532,0.4093,Complete,2026-07-29T09:00:00Z,OriginationCore,MeridianServicing
LN-000192,BR-002148,Riya Sharma,105774.42,76949.78,4.998,2024-08-15,2034-08-15,120,30-59 Days,58,IL,Purchase,Condo,588,0.651,0.4713,Complete,2026-07-08T09:00:00Z,OriginationCore,MeridianServicing
LN-000193,BR-000991,Aditya Banerjee,479357.42,289773.51,9.832,2021-03-14,2041-03-14,240,Current,0,NM,CashOutRefi,MultiFamily,621,0.8607,0.2405,Pending,2026-08-25T09:00:00Z,OriginationCore,ServicerX
LN-000194,BR-000907,Karan Bose,378580.82,303543.66,6.094,2026-02-05,2046-02-05,240,Current,0,NC,Purchase,SingleFamily,701,0.9013,0.3766,Complete,2026-08-13T09:00:00Z,OriginationCore,ServicerX
LN-000195,BR-001128,Manav Malhotra,567092.3,0.0,12.793,2023-07-30,2038-07-30,180,Paid Off,0,KY,Refinance,Townhouse,657,0.7725,0.4385,Complete,2026-07-12T09:00:00Z,OriginationCore,ServicerX
LN-000196,BR-001533,Siddharth Trivedi,899514.97,0.0,10.004,2020-09-01,2030-09-01,120,Closed,0,UT,Purchase,Townhouse,596,0.585,0.2468,Complete,2026-07-04T09:00:00Z,OriginationCore,MeridianServicing
LN-000197,BR-001656,Ishita Kapoor,210106.07,137773.47,11.295,2023-01-21,2043-01-21,240,Current,0,ME,CashOutRefi,Townhouse,683,0.6136,0.1624,Complete,2026-08-23T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000198,BR-001949,Aditya Desai,667567.4,524200.25,6.452,2022-07-23,2037-07-23,180,Current,0,TX,Refinance,MultiFamily,604,0.6589,0.4093,Complete,2026-07-07T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000199,BR-001258,Manav Verma,606269.45,393022.83,7.274,2022-08-23,2037-08-23,180,Current,0,NJ,Purchase,Townhouse,593,0.8765,0.3543,Pending,2026-07-02T09:00:00Z,OriginationCore,ServicerX
LN-000200,BR-001693,Arjun Kapoor,475405.77,341310.18,4.58,2024-03-23,2049-03-24,300,90+ Days,115,MI,Construction,Townhouse,616,0.574,0.4005,Complete,2026-08-07T09:00:00Z,OriginationCore,MeridianServicing
LN-000201,BR-000691,Riya Mehta,316401.96,236954.51,8.63,2024-06-03,2044-06-03,240,Current,0,FL,Construction,Townhouse,683,0.636,0.3171,Complete,2026-08-13T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000202,BR-000781,Priya Sharma,857558.32,757235.15,10.207,2022-03-22,2037-03-22,180,Default,244,IA,CashOutRefi,MultiFamily,613,0.4565,0.3262,Complete,2026-07-24T09:00:00Z,OriginationCore,ServicerX
LN-000203,BR-001384,Manav Kapoor,856193.87,666912.44,6.941,2023-01-23,2033-01-22,120,Current,0,MN,Refinance,Condo,812,0.905,0.2912,Complete,2026-07-24T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000204,BR-000154,Nisha Pillai,673965.13,420792.34,11.869,2024-01-14,2039-01-14,180,Current,0,RI,Purchase,SingleFamily,747,0.8599,0.1669,Complete,2026-08-03T09:00:00Z,OriginationCore,MeridianServicing
LN-000205,BR-000039,Rohan Sethi,515190.03,318065.92,10.609,2025-01-07,2050-01-08,300,Current,0,SC,Refinance,Townhouse,792,0.8942,0.3291,Complete,2026-07-13T09:00:00Z,OriginationCore,MeridianServicing
LN-000206,BR-002143,Sneha Rao,473078.2,422128.59,11.09,2025-03-19,2035-03-19,120,Current,0,HI,Purchase,Townhouse,813,0.5142,0.4766,Complete,2026-07-04T09:00:00Z,OriginationCore,ServicerX
LN-000207,BR-000369,Kavya Nair,820848.04,693099.17,11.321,2025-05-29,2035-05-29,120,90+ Days,102,KY,Refinance,Townhouse,655,0.5453,0.1675,Pending,2026-08-17T09:00:00Z,OriginationCore,ServicerX
LN-000208,BR-000188,Priya Kapoor,731356.69,639906.16,10.629,2022-05-14,2042-05-14,240,Current,0,MI,CashOutRefi,Townhouse,739,0.5476,0.4066,Complete,2026-08-20T09:00:00Z,OriginationCore,MeridianServicing
LN-000209,BR-001580,Dev Sethi,390660.89,0.0,10.462,2025-02-16,2040-02-17,180,Closed,0,DE,Refinance,SingleFamily,796,0.4877,0.2956,Complete,2026-08-09T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000210,BR-000536,Dev Banerjee,569624.68,466521.31,4.299,2024-05-16,2049-05-17,300,30-59 Days,43,NH,Purchase,SingleFamily,646,0.7602,0.1543,Pending,2026-07-02T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000211,BR-000391,Manav Chauhan,881211.22,615836.47,8.542,2023-11-23,2053-11-23,360,Current,0,GA,Purchase,SingleFamily,744,0.9139,0.3269,Complete,2026-07-24T09:00:00Z,OriginationCore,MeridianServicing
LN-000212,BR-000207,Kavya Chauhan,688715.5,479066.18,9.331,2025-07-26,2040-07-26,180,Current,0,MT,Refinance,SingleFamily,697,0.6443,0.3506,Complete,2026-08-09T09:00:00Z,OriginationCore,MeridianServicing
LN-000213,BR-001653,Manav Iyer,150900.82,126377.04,9.407,2022-11-11,2047-11-12,300,Current,0,CO,CashOutRefi,Condo,747,0.7693,0.4826,Complete,2026-08-20T09:00:00Z,OriginationCore,ServicerX
LN-000214,BR-001489,Tara Reddy,332176.73,270384.72,4.121,2021-04-23,2036-04-23,180,30-59 Days,51,IA,Purchase,MultiFamily,670,0.8564,0.4876,Complete,2026-07-12T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000215,BR-001677,Rahul Pillai,88911.39,54395.78,10.025,2025-03-19,2045-03-19,240,Current,0,DE,Construction,Condo,697,0.8535,0.2167,Complete,2026-07-12T09:00:00Z,OriginationCore,MeridianServicing
LN-000216,BR-000552,Dev Sharma,706323.4,593114.55,9.099,2025-01-09,2035-01-09,120,Current,0,OK,Construction,Townhouse,816,0.6796,0.4724,Complete,2026-07-25T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000217,BR-002065,Nisha Sethi,138020.87,112723.13,14.264,2024-12-19,2039-12-20,180,Current,0,LA,Construction,MultiFamily,655,0.6491,0.1967,Complete,2026-08-06T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000218,BR-002268,Sneha Bose,766613.27,527522.5,5.412,Jul 31 2024,2053-01-20,360,Current,0,UT,CashOutRefi,Condo,761,0.7575,0.4854,Complete,2026-07-10T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000219,BR-001710,Siddharth Joshi,696658.77,561809.85,13.091,2025-02-10,2045-02-10,240,Current,0,AL,Purchase,SingleFamily,677,0.4799,0.3846,Complete,2026-07-15T09:00:00Z,OriginationCore,ServicerX
LN-000220,BR-002217,Arjun Rao,174464.13,156165.85,12.361,2023-08-06,2043-08-06,240,PAIDOFF,0,SC,Refinance,Townhouse,640,0.681,0.4289,Complete,2026-08-13T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000221,BR-001281,Siddharth Iyer,379421.45,0.0,3.149,2022-02-16,2032-02-16,120,Paid Off,0,IL,Construction,Condo,813,0.7486,0.3983,Complete,2026-07-14T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000222,BR-001839,Vikram Nair,709724.73,0.0,5.15,2024-03-15,2054-03-16,360,Closed,0,WV,Purchase,Townhouse,590,0.6357,0.3448,Complete,2026-08-08T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000223,BR-001322,Aman Iyer,330978.37,204582.53,11.897,2026-05-05,2046-05-05,240,30-59 Days,50,SC,CashOutRefi,Townhouse,782,0.715,0.2753,Complete,2026-08-17T09:00:00Z,OriginationCore,MeridianServicing
LN-000224,BR-001704,Siddharth Kulkarni,863439.56,773601.8,7.639,2023-12-10,2053-12-10,360,Current,0,IA,Refinance,MultiFamily,664,0.5984,0.2265,Complete,2026-08-16T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000225,BR-000999,Arjun Verma,147513.66,96732.53,7.386,2026-04-22,2051-04-23,300,Current,0,MO,CashOutRefi,MultiFamily,586,0.9012,0.4377,Complete,2026-07-16T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000226,BR-000338,Rahul Mehta,87273.91,55393.23,14.174,2020-12-12,2045-12-13,300,Default,378,OH,Purchase,SingleFamily,633,0.7687,0.4208,Pending,2026-07-25T09:00:00Z,OriginationCore,MeridianServicing
LN-000227,BR-001783,Meera Kapoor,507091.08,496715.25,3.273,2024-02-06,2034-02-05,120,30-59 Days,52,MI,Purchase,SingleFamily,598,0.4298,0.428,Complete,2026-07-08T09:00:00Z,OriginationCore,AtlasLoanCare
